"payment_id","customer_id","subscription_id","invoice_id","payment_date","amount","currency","payment_method","payment_status","billing_period_start","billing_period_end","failure_reason"
450,27,27,"INV-2022-01-27-13","2022-04-03","599.00","EUR","Card","Paid","2022-03-30","2022-04-28",""
451,27,27,"INV-2022-02-27-14","2022-04-30","599.00","EUR","Bank Transfer","Paid","2022-04-29","2022-05-28",""
452,27,27,"INV-2022-03-27-15","2022-05-29","599.00","EUR","PayPal","Refunded","2022-05-29","2022-06-27","Customer Requested Refund"
453,28,28,"INV-2021-01-28-1","2021-03-31","99.00","EUR","Card","Failed","2021-03-30","2021-04-28","Bank Rejected"
454,28,28,"INV-2021-02-28-2","2021-04-29","99.00","EUR","Card","Paid","2021-04-29","2021-05-28",""
455,28,28,"INV-2021-03-28-3","2021-05-31","99.00","EUR","PayPal","Paid","2021-05-29","2021-06-27",""
456,28,28,"INV-2021-04-28-4","2021-06-29","99.00","EUR","PayPal","Paid","2021-06-28","2021-07-27",""
457,28,28,"INV-2021-05-28-5","2021-07-30","99.00","EUR","Card","Paid","2021-07-28","2021-08-26",""
458,28,28,"INV-2021-06-28-6","2021-08-29","99.00","EUR","PayPal","Paid","2021-08-27","2021-09-25",""
459,28,28,"INV-2021-07-28-7","2021-10-01","99.00","EUR","Bank Transfer","Refunded","2021-09-26","2021-10-25","Customer Requested Refund"
460,29,29,"INV-2021-01-29-1","2022-08-03","5990.04","EUR","SEPA Direct Debit","Paid","2022-08-03","2023-08-02",""
461,29,29,"INV-2021-02-29-2","2023-08-07","5990.04","EUR","Bank Transfer","Paid","2023-08-03","2024-08-01",""
462,29,29,"INV-2021-03-29-3","2024-08-03","5990.04","EUR","PayPal","Paid","2024-08-02","2025-08-01",""
463,29,29,"INV-2021-04-29-4","2025-08-05","5990.04","EUR","Card","Paid","2025-08-02","2026-08-01",""
464,29,29,"INV-2021-05-29-5","2026-08-05","5990.04","EUR","Bank Transfer","Paid","2026-08-02","2027-08-01",""
465,30,30,"INV-2021-01-30-1","2022-10-03","990.00","EUR","Bank Transfer","Paid","2022-10-02","2023-10-01",""
466,30,30,"INV-2021-02-30-2","2023-10-02","990.00","EUR","Bank Transfer","Paid","2023-10-02","2024-09-30",""
467,30,30,"INV-2021-03-30-3","2024-10-04","990.00","EUR","SEPA Direct Debit","Paid","2024-10-01","2025-09-30",""
468,30,30,"INV-2021-04-30-4","2025-10-03","990.00","EUR","Card","Paid","2025-10-01","2026-09-30",""
469,31,31,"INV-2021-01-31-1","2022-04-02","299.00","EUR","Bank Transfer","Paid","2022-03-31","2022-04-29",""
470,31,31,"INV-2021-02-31-2","2022-04-30","299.00","EUR","PayPal","Paid","2022-04-30","2022-05-29",""
471,31,31,"INV-2021-03-31-3","2022-06-01","299.00","EUR","SEPA Direct Debit","Paid","2022-05-30","2022-06-28",""
472,31,31,"INV-2021-04-31-4","2022-07-04","299.00","EUR","SEPA Direct Debit","Paid","2022-06-29","2022-07-28",""
473,31,31,"INV-2021-05-31-5","2022-07-31","299.00","EUR","Bank Transfer","Paid","2022-07-29","2022-08-27",""
474,31,31,"INV-2021-06-31-6","2022-08-29","299.00","EUR","PayPal","Paid","2022-08-28","2022-09-26",""
475,31,31,"INV-2021-07-31-7","2022-10-02","299.00","EUR","SEPA Direct Debit","Refunded","2022-09-27","2022-10-26","Customer Requested Refund"
476,31,31,"INV-2021-08-31-8","2022-10-30","299.00","EUR","PayPal","Paid","2022-10-27","2022-11-25",""
477,31,31,"INV-2021-09-31-9","2022-11-30","299.00","EUR","Bank Transfer","Paid","2022-11-26","2022-12-25",""
478,31,31,"INV-2021-10-31-10","2022-12-27","299.00","EUR","Card","Paid","2022-12-26","2023-01-24",""
479,31,31,"INV-2021-11-31-11","2023-01-29","299.00","EUR","SEPA Direct Debit","Paid","2023-01-25","2023-02-23",""
480,31,31,"INV-2021-12-31-12","2023-02-24","299.00","EUR","Card","Failed","2023-02-24","2023-03-25","Insufficient Funds"
481,31,31,"INV-2022-01-31-13","2023-03-30","299.00","EUR","Bank Transfer","Failed","2023-03-26","2023-04-24","Card Expired"
482,31,31,"INV-2022-02-31-14","2023-04-26","299.00","EUR","PayPal","Paid","2023-04-25","2023-05-24",""
483,31,31,"INV-2022-03-31-15","2023-05-25","299.00","EUR","PayPal","Paid","2023-05-25","2023-06-23",""
484,31,31,"INV-2022-04-31-16","2023-06-24","299.00","EUR","Card","Failed","2023-06-24","2023-07-23","Network Error"
485,31,31,"INV-2022-05-31-17","2023-07-27","299.00","EUR","PayPal","Paid","2023-07-24","2023-08-22",""
486,31,31,"INV-2022-06-31-18","2023-08-26","299.00","EUR","PayPal","Paid","2023-08-23","2023-09-21",""
487,31,31,"INV-2022-07-31-19","2023-09-27","299.00","EUR","Card","Paid","2023-09-22","2023-10-21",""
488,31,31,"INV-2022-08-31-20","2023-10-25","299.00","EUR","Card","Paid","2023-10-22","2023-11-20",""
489,31,31,"INV-2022-09-31-21","2023-11-26","299.00","EUR","Card","Paid","2023-11-21","2023-12-20",""
490,31,31,"INV-2022-10-31-22","2023-12-21","299.00","EUR","Card","Paid","2023-12-21","2024-01-19",""
491,31,31,"INV-2022-11-31-23","2024-01-24","299.00","EUR","Card","Refunded","2024-01-20","2024-02-18","Customer Requested Refund"
492,31,31,"INV-2022-12-31-24","2024-02-22","299.00","EUR","PayPal","Paid","2024-02-19","2024-03-19",""
493,32,32,"INV-2021-01-32-1","2022-04-02","2990.04","EUR","PayPal","Paid","2022-04-01","2023-03-31",""
494,32,32,"INV-2021-02-32-2","2023-04-03","2990.04","EUR","PayPal","Refunded","2023-04-01","2024-03-30","Customer Requested Refund"
495,32,32,"INV-2021-03-32-3","2024-04-03","2990.04","EUR","PayPal","Paid","2024-03-31","2025-03-30",""
496,32,32,"INV-2021-04-32-4","2025-04-03","2990.04","EUR","Bank Transfer","Paid","2025-03-31","2026-03-30",""
497,32,32,"INV-2021-05-32-5","2026-04-05","2990.04","EUR","Card","Paid","2026-03-31","2027-03-30",""
498,33,33,"INV-2021-01-33-1","2021-03-06","99.00","EUR","PayPal","Refunded","2021-03-05","2021-04-03","Customer Requested Refund"
499,33,33,"INV-2021-02-33-2","2021-04-08","99.00","EUR","Bank Transfer","Paid","2021-04-04","2021-05-03",""
500,33,33,"INV-2021-03-33-3","2021-05-04","99.00","EUR","SEPA Direct Debit","Paid","2021-05-04","2021-06-02",""
501,33,33,"INV-2021-04-33-4","2021-06-06","99.00","EUR","PayPal","Paid","2021-06-03","2021-07-02",""
502,33,33,"INV-2021-05-33-5","2021-07-07","99.00","EUR","Bank Transfer","Paid","2021-07-03","2021-08-01",""
503,33,33,"INV-2021-06-33-6","2021-08-03","99.00","EUR","Bank Transfer","Paid","2021-08-02","2021-08-31",""
504,33,33,"INV-2021-07-33-7","2021-09-03","99.00","EUR","Card","Paid","2021-09-01","2021-09-30",""
505,33,33,"INV-2021-08-33-8","2021-10-01","99.00","EUR","PayPal","Paid","2021-10-01","2021-10-30",""
506,33,33,"INV-2021-09-33-9","2021-11-04","99.00","EUR","Card","Paid","2021-10-31","2021-11-29",""
507,33,33,"INV-2021-10-33-10","2021-12-01","99.00","EUR","Card","Paid","2021-11-30","2021-12-29",""
508,33,33,"INV-2021-11-33-11","2022-01-03","99.00","EUR","Card","Paid","2021-12-30","2022-01-28",""
509,33,33,"INV-2021-12-33-12","2022-01-30","99.00","EUR","PayPal","Paid","2022-01-29","2022-02-27",""
510,33,33,"INV-2022-01-33-13","2022-03-03","99.00","EUR","Bank Transfer","Paid","2022-02-28","2022-03-29",""
511,33,33,"INV-2022-02-33-14","2022-03-30","99.00","EUR","SEPA Direct Debit","Paid","2022-03-30","2022-04-28",""
512,33,33,"INV-2022-03-33-15","2022-04-30","99.00","EUR","SEPA Direct Debit","Paid","2022-04-29","2022-05-28",""
513,33,33,"INV-2022-04-33-16","2022-06-02","99.00","EUR","SEPA Direct Debit","Paid","2022-05-29","2022-06-27",""
514,33,33,"INV-2022-05-33-17","2022-06-29","99.00","EUR","Bank Transfer","Paid","2022-06-28","2022-07-27",""
515,33,33,"INV-2022-06-33-18","2022-08-02","99.00","EUR","PayPal","Paid","2022-07-28","2022-08-26",""
516,33,33,"INV-2022-07-33-19","2022-08-29","99.00","EUR","Bank Transfer","Paid","2022-08-27","2022-09-25",""
517,33,33,"INV-2022-08-33-20","2022-10-01","99.00","EUR","PayPal","Paid","2022-09-26","2022-10-25",""
518,33,33,"INV-2022-09-33-21","2022-10-26","99.00","EUR","PayPal","Pending","2022-10-26","2022-11-24",""
519,33,33,"INV-2022-10-33-22","2022-11-29","99.00","EUR","PayPal","Paid","2022-11-25","2022-12-24",""
520,33,33,"INV-2022-11-33-23","2022-12-28","99.00","EUR","PayPal","Paid","2022-12-25","2023-01-23",""
521,33,33,"INV-2022-12-33-24","2023-01-25","99.00","EUR","PayPal","Paid","2023-01-24","2023-02-22",""
522,34,34,"INV-2021-01-34-1","2023-07-13","479.20","EUR","SEPA Direct Debit","Paid","2023-07-12","2023-08-10",""
523,34,34,"INV-2021-02-34-2","2023-08-16","479.20","EUR","PayPal","Paid","2023-08-11","2023-09-09",""
524,34,34,"INV-2021-03-34-3","2023-09-10","479.20","EUR","PayPal","Paid","2023-09-10","2023-10-09",""
525,34,34,"INV-2021-04-34-4","2023-10-14","479.20","EUR","PayPal","Paid","2023-10-10","2023-11-08",""
526,34,34,"INV-2021-05-34-5","2023-11-10","479.20","EUR","SEPA Direct Debit","Paid","2023-11-09","2023-12-08",""
527,34,34,"INV-2021-06-34-6","2023-12-14","479.20","EUR","PayPal","Paid","2023-12-09","2024-01-07",""
528,34,34,"INV-2021-07-34-7","2024-01-10","479.20","EUR","Bank Transfer","Paid","2024-01-08","2024-02-06",""
529,34,34,"INV-2021-08-34-8","2024-02-07","479.20","EUR","Card","Paid","2024-02-07","2024-03-07",""
530,34,34,"INV-2021-09-34-9","2024-03-08","479.20","EUR","Bank Transfer","Paid","2024-03-08","2024-04-06",""
531,34,34,"INV-2021-10-34-10","2024-04-10","479.20","EUR","SEPA Direct Debit","Paid","2024-04-07","2024-05-06",""
532,34,34,"INV-2021-11-34-11","2024-05-09","479.20","EUR","Card","Pending","2024-05-07","2024-06-05",""
533,34,34,"INV-2021-12-34-12","2024-06-07","479.20","EUR","PayPal","Failed","2024-06-06","2024-07-05","Insufficient Funds"
534,34,34,"INV-2022-01-34-13","2024-07-07","479.20","EUR","Bank Transfer","Paid","2024-07-06","2024-08-04",""
535,34,34,"INV-2022-02-34-14","2024-08-08","479.20","EUR","SEPA Direct Debit","Failed","2024-08-05","2024-09-03","Invalid Account"
536,34,34,"INV-2022-03-34-15","2024-09-06","479.20","EUR","SEPA Direct Debit","Paid","2024-09-04","2024-10-03",""
537,34,34,"INV-2022-04-34-16","2024-10-06","479.20","EUR","PayPal","Paid","2024-10-04","2024-11-02",""
538,34,34,"INV-2022-05-34-17","2024-11-06","479.20","EUR","PayPal","Paid","2024-11-03","2024-12-02",""
539,34,34,"INV-2022-06-34-18","2024-12-05","479.20","EUR","SEPA Direct Debit","Failed","2024-12-03","2025-01-01","Bank Rejected"
540,34,34,"INV-2022-07-34-19","2025-01-05","479.20","EUR","Bank Transfer","Paid","2025-01-02","2025-01-31",""
541,34,34,"INV-2022-08-34-20","2025-02-06","479.20","EUR","SEPA Direct Debit","Paid","2025-02-01","2025-03-02",""
542,34,34,"INV-2022-09-34-21","2025-03-07","479.20","EUR","PayPal","Failed","2025-03-03","2025-04-01","Invalid Account"
543,34,34,"INV-2022-10-34-22","2025-04-04","479.20","EUR","SEPA Direct Debit","Paid","2025-04-02","2025-05-01",""
544,34,34,"INV-2022-11-34-23","2025-05-03","479.20","EUR","Bank Transfer","Paid","2025-05-02","2025-05-31",""
545,34,34,"INV-2022-12-34-24","2025-06-04","479.20","EUR","SEPA Direct Debit","Pending","2025-06-01","2025-06-30",""
546,35,35,"INV-2021-01-35-1","2021-12-30","4791.96","EUR","PayPal","Pending","2021-12-27","2022-12-26",""
547,35,35,"INV-2021-02-35-2","2022-12-30","4791.96","EUR","SEPA Direct Debit","Paid","2022-12-27","2023-12-26",""
548,35,35,"INV-2021-03-35-3","2023-12-28","4791.96","EUR","PayPal","Paid","2023-12-27","2024-12-25",""
549,35,35,"INV-2021-04-35-4","2024-12-27","4791.96","EUR","Card","Failed","2024-12-26","2025-12-25","Invalid Account"
550,35,35,"INV-2021-05-35-5","2025-12-30","4791.96","EUR","Card","Paid","2025-12-26","2026-12-25",""
551,36,36,"INV-2021-01-36-1","2021-09-13","99.00","EUR","Card","Paid","2021-09-08","2021-10-07",""
552,36,36,"INV-2021-02-36-2","2021-10-11","99.00","EUR","Bank Transfer","Paid","2021-10-08","2021-11-06",""
553,36,36,"INV-2021-03-36-3","2021-11-07","99.00","EUR","Card","Paid","2021-11-07","2021-12-06",""
554,36,36,"INV-2021-04-36-4","2021-12-08","99.00","EUR","SEPA Direct Debit","Paid","2021-12-07","2022-01-05",""
555,36,36,"INV-2021-05-36-5","2022-01-06","99.00","EUR","PayPal","Paid","2022-01-06","2022-02-04",""
556,36,36,"INV-2021-06-36-6","2022-02-10","99.00","EUR","Card","Paid","2022-02-05","2022-03-06",""
557,36,36,"INV-2021-07-36-7","2022-03-11","99.00","EUR","Card","Paid","2022-03-07","2022-04-05",""
558,36,36,"INV-2021-08-36-8","2022-04-06","99.00","EUR","SEPA Direct Debit","Paid","2022-04-06","2022-05-05",""
559,36,36,"INV-2021-09-36-9","2022-05-10","99.00","EUR","Card","Pending","2022-05-06","2022-06-04",""
560,36,36,"INV-2021-10-36-10","2022-06-09","99.00","EUR","PayPal","Paid","2022-06-05","2022-07-04",""
561,36,36,"INV-2021-11-36-11","2022-07-06","99.00","EUR","Card","Paid","2022-07-05","2022-08-03",""
562,36,36,"INV-2021-12-36-12","2022-08-08","99.00","EUR","Bank Transfer","Paid","2022-08-04","2022-09-02",""
563,36,36,"INV-2022-01-36-13","2022-09-07","99.00","EUR","SEPA Direct Debit","Paid","2022-09-03","2022-10-02",""
564,36,36,"INV-2022-02-36-14","2022-10-05","99.00","EUR","Card","Paid","2022-10-03","2022-11-01",""
565,36,36,"INV-2022-03-36-15","2022-11-04","99.00","EUR","PayPal","Pending","2022-11-02","2022-12-01",""
566,36,36,"INV-2022-04-36-16","2022-12-06","99.00","EUR","Bank Transfer","Paid","2022-12-02","2022-12-31",""
567,36,36,"INV-2022-05-36-17","2023-01-03","99.00","EUR","Card","Paid","2023-01-01","2023-01-30",""
568,36,36,"INV-2022-06-36-18","2023-02-05","99.00","EUR","Card","Refunded","2023-01-31","2023-03-01","Customer Requested Refund"
569,36,36,"INV-2022-07-36-19","2023-03-02","99.00","EUR","PayPal","Paid","2023-03-02","2023-03-31",""
570,36,36,"INV-2022-08-36-20","2023-04-05","99.00","EUR","Card","Paid","2023-04-01","2023-04-30",""
571,36,36,"INV-2022-09-36-21","2023-05-06","99.00","EUR","PayPal","Paid","2023-05-01","2023-05-30",""
572,36,36,"INV-2022-10-36-22","2023-06-03","99.00","EUR","SEPA Direct Debit","Paid","2023-05-31","2023-06-29",""
573,36,36,"INV-2022-11-36-23","2023-07-04","99.00","EUR","Card","Pending","2023-06-30","2023-07-29",""
574,36,36,"INV-2022-12-36-24","2023-08-03","99.00","EUR","Bank Transfer","Failed","2023-07-30","2023-08-28","Card Expired"
575,37,37,"INV-2021-01-37-1","2023-07-04","4791.96","EUR","SEPA Direct Debit","Failed","2023-06-29","2024-06-27","Network Error"
576,37,37,"INV-2021-02-37-2","2024-06-28","4791.96","EUR","Card","Failed","2024-06-28","2025-06-27","Bank Rejected"
577,37,37,"INV-2021-03-37-3","2025-06-29","4791.96","EUR","Card","Failed","2025-06-28","2026-06-27","Bank Rejected"
578,37,37,"INV-2021-04-37-4","2026-06-29","4791.96","EUR","PayPal","Paid","2026-06-28","2027-06-27",""
579,38,38,"INV-2021-01-38-1","2021-10-07","990.00","EUR","Bank Transfer","Paid","2021-10-07","2022-10-06",""
580,38,38,"INV-2021-02-38-2","2022-10-11","990.00","EUR","PayPal","Paid","2022-10-07","2023-10-06",""
581,38,38,"INV-2021-03-38-3","2023-10-12","990.00","EUR","PayPal","Failed","2023-10-07","2024-10-05","Bank Rejected"
582,38,38,"INV-2021-04-38-4","2024-10-11","990.00","EUR","Card","Paid","2024-10-06","2025-10-05",""
583,38,38,"INV-2021-05-38-5","2025-10-10","990.00","EUR","SEPA Direct Debit","Paid","2025-10-06","2026-10-05",""
584,39,39,"INV-2021-01-39-1","2022-08-16","5990.04","EUR","Bank Transfer","Paid","2022-08-16","2023-08-15",""
585,39,39,"INV-2021-02-39-2","2023-08-16","5990.04","EUR","PayPal","Paid","2023-08-16","2024-08-14",""
586,39,39,"INV-2021-03-39-3","2024-08-17","5990.04","EUR","SEPA Direct Debit","Paid","2024-08-15","2025-08-14",""
587,39,39,"INV-2021-04-39-4","2025-08-18","5990.04","EUR","SEPA Direct Debit","Paid","2025-08-15","2026-08-14",""
588,39,39,"INV-2021-05-39-5","2026-08-19","5990.04","EUR","Bank Transfer","Failed","2026-08-15","2027-08-14","Network Error"
589,40,40,"INV-2021-01-40-1","2021-04-01","849.15","EUR","PayPal","Paid","2021-03-27","2021-04-25",""
590,40,40,"INV-2021-02-40-2","2021-04-26","849.15","EUR","SEPA Direct Debit","Paid","2021-04-26","2021-05-25",""
591,40,40,"INV-2021-03-40-3","2021-05-27","849.15","EUR","Card","Paid","2021-05-26","2021-06-24",""
592,40,40,"INV-2021-04-40-4","2021-06-27","849.15","EUR","Bank Transfer","Paid","2021-06-25","2021-07-24",""
593,40,40,"INV-2021-05-40-5","2021-07-30","849.15","EUR","SEPA Direct Debit","Paid","2021-07-25","2021-08-23",""
594,40,40,"INV-2021-06-40-6","2021-08-24","849.15","EUR","SEPA Direct Debit","Paid","2021-08-24","2021-09-22",""
595,40,40,"INV-2021-07-40-7","2021-09-26","849.15","EUR","SEPA Direct Debit","Paid","2021-09-23","2021-10-22",""
596,40,40,"INV-2021-08-40-8","2021-10-23","849.15","EUR","Bank Transfer","Paid","2021-10-23","2021-11-21",""
597,40,40,"INV-2021-09-40-9","2021-11-25","849.15","EUR","PayPal","Paid","2021-11-22","2021-12-21",""
598,40,40,"INV-2021-10-40-10","2021-12-22","849.15","EUR","SEPA Direct Debit","Paid","2021-12-22","2022-01-20",""
599,40,40,"INV-2021-11-40-11","2022-01-25","849.15","EUR","SEPA Direct Debit","Paid","2022-01-21","2022-02-19",""
600,40,40,"INV-2021-12-40-12","2022-02-23","849.15","EUR","PayPal","Paid","2022-02-20","2022-03-21",""
601,40,40,"INV-2022-01-40-13","2022-03-25","849.15","EUR","Bank Transfer","Paid","2022-03-22","2022-04-20",""
602,40,40,"INV-2022-02-40-14","2022-04-25","849.15","EUR","PayPal","Paid","2022-04-21","2022-05-20",""
603,40,40,"INV-2022-03-40-15","2022-05-22","849.15","EUR","SEPA Direct Debit","Paid","2022-05-21","2022-06-19",""
604,40,40,"INV-2022-04-40-16","2022-06-22","849.15","EUR","Card","Paid","2022-06-20","2022-07-19",""
605,40,40,"INV-2022-05-40-17","2022-07-21","849.15","EUR","PayPal","Paid","2022-07-20","2022-08-18",""
606,40,40,"INV-2022-06-40-18","2022-08-21","849.15","EUR","Card","Paid","2022-08-19","2022-09-17",""
607,40,40,"INV-2022-07-40-19","2022-09-20","849.15","EUR","Bank Transfer","Paid","2022-09-18","2022-10-17",""
608,40,40,"INV-2022-08-40-20","2022-10-23","849.15","EUR","Bank Transfer","Paid","2022-10-18","2022-11-16",""
609,40,40,"INV-2022-09-40-21","2022-11-20","849.15","EUR","SEPA Direct Debit","Paid","2022-11-17","2022-12-16",""
610,40,40,"INV-2022-10-40-22","2022-12-17","849.15","EUR","PayPal","Failed","2022-12-17","2023-01-15","Bank Rejected"
611,40,40,"INV-2022-11-40-23","2023-01-18","849.15","EUR","PayPal","Paid","2023-01-16","2023-02-14",""
612,40,40,"INV-2022-12-40-24","2023-02-20","849.15","EUR","Bank Transfer","Pending","2023-02-15","2023-03-16",""
613,41,41,"INV-2021-01-41-1","2021-11-11","239.20","EUR","Bank Transfer","Paid","2021-11-09","2021-12-08",""
614,41,41,"INV-2021-02-41-2","2021-12-12","239.20","EUR","PayPal","Paid","2021-12-09","2022-01-07",""
615,41,41,"INV-2021-03-41-3","2022-01-10","239.20","EUR","PayPal","Paid","2022-01-08","2022-02-06",""
616,41,41,"INV-2021-04-41-4","2022-02-11","239.20","EUR","SEPA Direct Debit","Paid","2022-02-07","2022-03-08",""
617,41,41,"INV-2021-05-41-5","2022-03-12","239.20","EUR","PayPal","Paid","2022-03-09","2022-04-07",""
618,41,41,"INV-2021-06-41-6","2022-04-10","239.20","EUR","Bank Transfer","Paid","2022-04-08","2022-05-07",""
619,41,41,"INV-2021-07-41-7","2022-05-12","239.20","EUR","Bank Transfer","Refunded","2022-05-08","2022-06-06","Customer Requested Refund"
620,41,41,"INV-2021-08-41-8","2022-06-12","239.20","EUR","Card","Paid","2022-06-07","2022-07-06",""
621,41,41,"INV-2021-09-41-9","2022-07-12","239.20","EUR","Bank Transfer","Paid","2022-07-07","2022-08-05",""
622,41,41,"INV-2021-10-41-10","2022-08-09","239.20","EUR","Card","Paid","2022-08-06","2022-09-04",""
623,41,41,"INV-2021-11-41-11","2022-09-08","239.20","EUR","Bank Transfer","Paid","2022-09-05","2022-10-04",""
624,41,41,"INV-2021-12-41-12","2022-10-10","239.20","EUR","SEPA Direct Debit","Paid","2022-10-05","2022-11-03",""
625,41,41,"INV-2022-01-41-13","2022-11-09","239.20","EUR","PayPal","Paid","2022-11-04","2022-12-03",""
626,41,41,"INV-2022-02-41-14","2022-12-07","239.20","EUR","PayPal","Paid","2022-12-04","2023-01-02",""
627,41,41,"INV-2022-03-41-15","2023-01-07","239.20","EUR","PayPal","Paid","2023-01-03","2023-02-01",""
628,41,41,"INV-2022-04-41-16","2023-02-06","239.20","EUR","SEPA Direct Debit","Paid","2023-02-02","2023-03-03",""
629,41,41,"INV-2022-05-41-17","2023-03-09","239.20","EUR","Card","Failed","2023-03-04","2023-04-02","Invalid Account"
630,41,41,"INV-2022-06-41-18","2023-04-03","239.20","EUR","SEPA Direct Debit","Paid","2023-04-03","2023-05-02",""
631,41,41,"INV-2022-07-41-19","2023-05-04","239.20","EUR","Card","Paid","2023-05-03","2023-06-01",""
632,41,41,"INV-2022-08-41-20","2023-06-06","239.20","EUR","PayPal","Refunded","2023-06-02","2023-07-01","Customer Requested Refund"
633,41,41,"INV-2022-09-41-21","2023-07-04","239.20","EUR","PayPal","Pending","2023-07-02","2023-07-31",""
634,41,41,"INV-2022-10-41-22","2023-08-01","239.20","EUR","SEPA Direct Debit","Paid","2023-08-01","2023-08-30",""
635,41,41,"INV-2022-11-41-23","2023-09-01","239.20","EUR","Bank Transfer","Paid","2023-08-31","2023-09-29",""
636,41,41,"INV-2022-12-41-24","2023-10-03","239.20","EUR","PayPal","Paid","2023-09-30","2023-10-29",""
637,42,42,"INV-2021-01-42-1","2021-08-19","990.00","EUR","Bank Transfer","Paid","2021-08-14","2022-08-13",""
638,42,42,"INV-2021-02-42-2","2022-08-16","990.00","EUR","PayPal","Refunded","2022-08-14","2023-08-13","Customer Requested Refund"
639,42,42,"INV-2021-03-42-3","2023-08-14","990.00","EUR","Card","Paid","2023-08-14","2024-08-12",""
640,42,42,"INV-2021-04-42-4","2024-08-13","990.00","EUR","Bank Transfer","Paid","2024-08-13","2025-08-12",""
641,42,42,"INV-2021-05-42-5","2025-08-15","990.00","EUR","PayPal","Paid","2025-08-13","2026-08-12",""
642,42,42,"INV-2021-06-42-6","2026-08-14","990.00","EUR","SEPA Direct Debit","Paid","2026-08-13","2027-08-12",""
643,43,43,"INV-2021-01-43-1","2023-04-07","9990.00","EUR","PayPal","Paid","2023-04-04","2024-04-02",""
644,43,43,"INV-2021-02-43-2","2024-04-05","9990.00","EUR","Card","Paid","2024-04-03","2025-04-02",""
645,43,43,"INV-2021-03-43-3","2025-04-08","9990.00","EUR","SEPA Direct Debit","Paid","2025-04-03","2026-04-02",""
646,43,43,"INV-2021-04-43-4","2026-04-08","9990.00","EUR","Bank Transfer","Paid","2026-04-03","2027-04-02",""
647,44,44,"INV-2021-01-44-1","2023-03-01","792.00","EUR","Bank Transfer","Paid","2023-02-24","2024-02-23",""
648,44,44,"INV-2021-02-44-2","2024-02-28","792.00","EUR","PayPal","Paid","2024-02-24","2025-02-22",""
649,44,44,"INV-2021-03-44-3","2025-02-26","792.00","EUR","PayPal","Paid","2025-02-23","2026-02-22",""
650,44,44,"INV-2021-04-44-4","2026-02-28","792.00","EUR","PayPal","Paid","2026-02-23","2027-02-22",""
651,45,45,"INV-2021-01-45-1","2023-03-26","99.00","EUR","Bank Transfer","Paid","2023-03-23","2023-04-21",""
652,45,45,"INV-2021-02-45-2","2023-04-25","99.00","EUR","PayPal","Paid","2023-04-22","2023-05-21",""
653,45,45,"INV-2021-03-45-3","2023-05-22","99.00","EUR","Bank Transfer","Paid","2023-05-22","2023-06-20",""
654,45,45,"INV-2021-04-45-4","2023-06-23","99.00","EUR","Card","Paid","2023-06-21","2023-07-20",""
655,45,45,"INV-2021-05-45-5","2023-07-25","99.00","EUR","Bank Transfer","Paid","2023-07-21","2023-08-19",""
656,45,45,"INV-2021-06-45-6","2023-08-22","99.00","EUR","PayPal","Paid","2023-08-20","2023-09-18",""
657,45,45,"INV-2021-07-45-7","2023-09-19","99.00","EUR","PayPal","Paid","2023-09-19","2023-10-18",""
658,45,45,"INV-2021-08-45-8","2023-10-23","99.00","EUR","SEPA Direct Debit","Pending","2023-10-19","2023-11-17",""
659,45,45,"INV-2021-09-45-9","2023-11-22","99.00","EUR","PayPal","Paid","2023-11-18","2023-12-17",""
660,45,45,"INV-2021-10-45-10","2023-12-22","99.00","EUR","SEPA Direct Debit","Paid","2023-12-18","2024-01-16",""
661,45,45,"INV-2021-11-45-11","2024-01-20","99.00","EUR","SEPA Direct Debit","Paid","2024-01-17","2024-02-15",""
662,45,45,"INV-2021-12-45-12","2024-02-20","99.00","EUR","Bank Transfer","Paid","2024-02-16","2024-03-16",""
663,45,45,"INV-2022-01-45-13","2024-03-19","99.00","EUR","SEPA Direct Debit","Paid","2024-03-17","2024-04-15",""
664,45,45,"INV-2022-02-45-14","2024-04-16","99.00","EUR","Bank Transfer","Paid","2024-04-16","2024-05-15",""
665,45,45,"INV-2022-03-45-15","2024-05-20","99.00","EUR","Bank Transfer","Paid","2024-05-16","2024-06-14",""
666,45,45,"INV-2022-04-45-16","2024-06-19","99.00","EUR","Bank Transfer","Paid","2024-06-15","2024-07-14",""
667,45,45,"INV-2022-05-45-17","2024-07-18","99.00","EUR","Bank Transfer","Paid","2024-07-15","2024-08-13",""
668,45,45,"INV-2022-06-45-18","2024-08-18","99.00","EUR","SEPA Direct Debit","Paid","2024-08-14","2024-09-12",""
669,45,45,"INV-2022-07-45-19","2024-09-14","99.00","EUR","PayPal","Paid","2024-09-13","2024-10-12",""
670,45,45,"INV-2022-08-45-20","2024-10-17","99.00","EUR","SEPA Direct Debit","Paid","2024-10-13","2024-11-11",""
671,45,45,"INV-2022-09-45-21","2024-11-12","99.00","EUR","Bank Transfer","Paid","2024-11-12","2024-12-11",""
672,45,45,"INV-2022-10-45-22","2024-12-15","99.00","EUR","PayPal","Pending","2024-12-12","2025-01-10",""
673,45,45,"INV-2022-11-45-23","2025-01-14","99.00","EUR","PayPal","Paid","2025-01-11","2025-02-09",""
674,45,45,"INV-2022-12-45-24","2025-02-15","99.00","EUR","PayPal","Paid","2025-02-10","2025-03-11",""
675,46,46,"INV-2021-01-46-1","2023-06-24","0.00","EUR","Card","Paid","2023-06-23","2023-07-22",""
